City_ID,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
271,Mitu,1.1983,-70.1733,21.55,96,66,0.9,CO,1970-01-01 00:00:01.682124508
272,Entre Rios,-11.9419,-38.0844,23.04,91,100,1.4,BR,1970-01-01 00:00:01.682124509
273,Leningradskiy,69.3833,178.4167,-1.77,84,13,3.96,RU,1970-01-01 00:00:01.682124509
274,General Pico,-35.6566,-63.7568,13.95,61,0,2.35,AR,1970-01-01 00:00:01.682124510
275,Barrhead,55.7992,-4.3929,7.52,67,100,3.6,GB,1970-01-01 00:00:01.682124510
276,Nizwa,22.9333,57.5333,23.63,66,29,1.47,OM,1970-01-01 00:00:01.682124511
277,Anastacio,-20.4836,-55.8069,17.98,83,0,2.34,BR,1970-01-01 00:00:01.682124511
278,Chuy,-33.6971,-53.4616,16.62,83,100,4.24,UY,1970-01-01 00:00:01.682124512
279,San Matias,-16.3667,-58.4,20.55,70,1,1.19,BO,1970-01-01 00:00:01.682124512
280,Khani,41.9563,42.9566,3.76,86,13,2.07,GE,1970-01-01 00:00:01.682124513
281,Port Moresby,-9.4431,147.1797,29.68,70,75,1.54,PG,1970-01-01 00:00:01.682124514
282,Muros,42.7762,-9.0603,11.72,90,55,4.73,ES,1970-01-01 00:00:01.682124515
283,Glenwood Springs,39.5505,-107.3248,6.51,89,100,6.69,US,1970-01-01 00:00:01.682124515
284,Biloela,-24.4167,150.5,26.49,44,0,7.14,AU,1970-01-01 00:00:01.682124516
285,Paragominas,-2.9667,-47.4833,23.21,92,6,1.31,BR,1970-01-01 00:00:01.682124342
286,Soyo,-6.1349,12.3689,26.15,85,100,2.65,AO,1970-01-01 00:00:01.682124517
287,Omsukchan,62.5333,155.8,-3.78,79,100,1.79,RU,1970-01-01 00:00:01.682124518
288,Coihaique,-45.5752,-72.0662,9.34,81,0,0.0,CL,1970-01-01 00:00:01.682124518
289,Sur,22.5667,59.5289,27.74,64,7,3.7,OM,1970-01-01 00:00:01.682124519
290,Talcahuano,-36.7167,-73.1167,13.82,94,0,2.57,CL,1970-01-01 00:00:01.682124519
291,Lusambo,-4.9667,23.45,20.65,99,100,0.82,CD,1970-01-01 00:00:01.682124520
292,Bitung,1.4451,125.1824,30.47,73,25,0.5,ID,1970-01-01 00:00:01.682124520
293,Beyneu,45.3167,55.2,18.06,16,99,9.37,KZ,1970-01-01 00:00:01.682124521
294,Rio Grande,-32.035,-52.0986,17.06,77,100,6.7,BR,1970-01-01 00:00:01.682124521
295,Roma,43.2128,-75.4557,23.08,38,75,5.14,US,1970-01-01 00:00:01.682124522
296,Aluksne,57.4167,27.05,6.65,76,25,0.86,LV,1970-01-01 00:00:01.682124522
297,Natal,-5.795,-35.2094,26.12,78,20,4.12,BR,1970-01-01 00:00:01.682124516
298,Mamallapuram,12.6264,80.1722,30.03,83,13,4.01,IN,1970-01-01 00:00:01.682124523
299,Srednekolymsk,67.45,153.6833,-0.15,96,98,0.5,RU,1970-01-01 00:00:01.682124524
300,Kaitangata,-46.2817,169.8464,18.85,65,89,2.47,NZ,1970-01-01 00:00:01.682124525
301,Port Elizabeth,-33.918,25.5701,15.16,80,0,3.09,ZA,1970-01-01 00:00:01.682124525
302,Lagos,6.5833,3.75,28.18,88,84,2.13,NG,1970-01-01 00:00:01.682124322
303,Tupanatinga,-8.7533,-37.3397,20.18,85,40,3.93,BR,1970-01-01 00:00:01.682124526
304,Asfi,32.2994,-9.2372,16.05,78,82,2.25,MA,1970-01-01 00:00:01.682124527
305,Carsamba,41.1989,36.7219,10.86,93,40,7.2,TR,1970-01-01 00:00:01.682124527
306,Solnechnyy,50.7214,136.6319,0.94,91,100,4.73,RU,1970-01-01 00:00:01.682124528
307,Jachymov,50.3585,12.9347,7.17,75,0,1.54,CZ,1970-01-01 00:00:01.682124528
308,Ulaanbaatar,47.9077,106.8832,-1.93,43,40,0.0,MN,1970-01-01 00:00:01.682124411
309,Lagunillas,10.1301,-71.2595,27.67,74,100,3.87,VE,1970-01-01 00:00:01.682124529
310,Whitehorse,60.7161,-135.0538,8.43,31,40,1.03,CA,1970-01-01 00:00:01.682124457
311,Yingcheng,30.95,113.55,8.52,73,100,8.58,CN,1970-01-01 00:00:01.682124530
312,Kaeo,-35.1,173.7833,21.85,97,100,3.83,NZ,1970-01-01 00:00:01.682124531
313,Antalaha,-14.9003,50.2788,23.58,87,6,2.33,MG,1970-01-01 00:00:01.682124531
314,Riverton,40.5219,-111.9391,7.27,87,100,2.68,US,1970-01-01 00:00:01.682124532
315,Kautokeino,69.0125,23.0412,-4.42,81,98,3.88,NO,1970-01-01 00:00:01.682124532
316,Fortuna,40.5982,-124.1573,16.63,80,100,0.89,US,1970-01-01 00:00:01.682124533
317,Iberia,29.9502,-91.7507,24.04,68,0,3.09,US,1970-01-01 00:00:01.682124533
318,Darhan,49.4867,105.9228,0.1,28,100,2.06,MN,1970-01-01 00:00:01.682124534
319,Colon,9.3592,-79.9014,25.38,81,100,2.53,PA,1970-01-01 00:00:01.682124438
320,Mount Isa,-20.7333,139.5,27.87,26,0,6.17,AU,1970-01-01 00:00:01.682124535
321,Faanui,-16.4833,-151.75,28.37,79,97,8.5,PF,1970-01-01 00:00:01.682124535
322,Charters Towers,-20.1,146.2667,26.38,48,100,7.0,AU,1970-01-01 00:00:01.682124536
323,Lannion,48.75,-3.4167,9.45,85,100,3.74,FR,1970-01-01 00:00:01.682124537
324,Khuzhir,53.1939,107.3397,-3.69,63,18,1.27,RU,1970-01-01 00:00:01.682124537
325,Melito Di Porto Salvo,37.9222,15.7714,14.52,82,6,2.57,IT,1970-01-01 00:00:01.682124538
326,Sao Joao Da Barra,-21.6403,-41.0511,23.05,74,75,3.42,BR,1970-01-01 00:00:01.682124538
327,Berdigestyakh,62.0989,126.6992,-2.5,84,100,2.91,RU,1970-01-01 00:00:01.682124539
328,Grindavik,63.8424,-22.4338,4.97,93,100,6.69,IS,1970-01-01 00:00:01.682124539
329,Kirundo,-2.5833,30.1667,15.15,97,100,1.2,BI,1970-01-01 00:00:01.682124540
330,Port Blair,11.6667,92.75,29.66,60,27,3.19,IN,1970-01-01 00:00:01.682124541
331,Harnosand,62.6323,17.9379,0.0,74,2,4.02,SE,1970-01-01 00:00:01.682124541
332,Hirara,24.8,125.2833,22.92,73,75,7.72,JP,1970-01-01 00:00:01.682124542
333,Fare,-16.7,-151.0167,28.14,78,36,8.16,PF,1970-01-01 00:00:01.682124542
334,Cidreira,-30.1811,-50.2056,20.36,72,5,6.99,BR,1970-01-01 00:00:01.682124543
335,Norman Wells,65.282,-126.8329,2.02,55,75,2.06,CA,1970-01-01 00:00:01.682124543
336,Saint Augustine,29.8947,-81.3145,23.39,86,40,5.14,US,1970-01-01 00:00:01.682124544
337,Trinidad,-14.8333,-64.9,21.38,76,6,1.05,BO,1970-01-01 00:00:01.682124545
338,Nemuro,43.3236,145.575,4.15,68,72,12.96,JP,1970-01-01 00:00:01.682124546
339,Port Hardy,50.6996,-127.4199,10.1,76,75,5.14,CA,1970-01-01 00:00:01.682124546
340,Muroto,33.2833,134.15,16.34,50,1,9.08,JP,1970-01-01 00:00:01.682124547
341,Artesia,33.8658,-118.0831,32.71,27,0,8.75,US,1970-01-01 00:00:01.682124547
342,Grenada,37.1882,-3.6067,15.38,72,0,3.09,ES,1970-01-01 00:00:01.682124548
343,Cam Ranh,11.9214,109.1591,29.98,74,0,1.54,VN,1970-01-01 00:00:01.682124549
344,High Level,58.5169,-117.136,11.06,30,75,2.57,CA,1970-01-01 00:00:01.682124550
345,Lagoa,39.05,-27.9833,15.71,92,29,10.81,PT,1970-01-01 00:00:01.682124551
346,Yulara,-25.2406,130.9889,20.09,33,0,7.23,AU,1970-01-01 00:00:01.682124551
347,Anloga,5.7947,0.8973,28.19,79,100,4.17,GH,1970-01-01 00:00:01.682124552
348,Puerto Colombia,10.9878,-74.9547,27.05,85,99,4.29,CO,1970-01-01 00:00:01.682124552
349,Bad Aibling,47.8638,12.0106,8.18,91,100,2.41,DE,1970-01-01 00:00:01.682124553
350,Sivaki,52.6333,126.75,2.96,36,100,5.6,RU,1970-01-01 00:00:01.682124554
351,Lhokseumawe,5.1801,97.1507,27.85,74,49,1.3,ID,1970-01-01 00:00:01.682124259
352,Fort Nelson,58.8053,-122.7002,8.86,39,100,4.47,CA,1970-01-01 00:00:01.682124555
353,North Bend,43.4065,-124.2243,14.4,94,100,3.09,US,1970-01-01 00:00:01.682124556
354,Saint-Pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,1970-01-01 00:00:01.682124557
355,Sioux Lookout,50.1001,-91.917,-2.96,86,100,3.09,CA,1970-01-01 00:00:01.682124557
356,Saky,45.1356,33.6031,9.96,93,100,4.47,UA,1970-01-01 00:00:01.682124558
357,Torbay,47.6666,-52.7314,1.82,96,100,8.23,CA,1970-01-01 00:00:01.682124559
358,Coshocton,40.272,-81.8596,16.19,89,100,4.84,US,1970-01-01 00:00:01.682124559
359,Tacuarembo,-31.7333,-55.9833,14.23,53,100,1.34,UY,1970-01-01 00:00:01.682124561
360,Port Macquarie,-31.4333,152.9167,21.61,60,88,4.98,AU,1970-01-01 00:00:01.682124561
361,Haines Junction,60.7522,-137.5108,8.97,31,75,3.09,CA,1970-01-01 00:00:01.682124562
362,Karratha,-20.7377,116.8463,27.05,34,97,9.77,AU,1970-01-01 00:00:01.682124563
363,Visnes,59.3556,5.2242,7.34,87,4,0.0,NO,1970-01-01 00:00:01.682124563
364,Nelson Bay,-32.7167,152.15,21.67,87,7,2.24,AU,1970-01-01 00:00:01.682124564
365,Los Llanos De Aridane,28.6585,-17.9182,16.86,87,0,2.57,ES,1970-01-01 00:00:01.682124565
366,Palmer,42.1584,-72.3287,15.78,36,20,6.17,US,1970-01-01 00:00:01.682124292
367,Kenora,49.8167,-94.4337,-1.46,86,100,4.47,CA,1970-01-01 00:00:01.682124566
368,Okhotsk,59.3833,143.3,1.76,86,100,3.27,RU,1970-01-01 00:00:01.682124566
369,Danielskuil,-28.1887,23.5395,11.18,27,98,4.18,ZA,1970-01-01 00:00:01.682124567
370,Nishihara,26.1842,127.7558,23.6,78,75,10.29,JP,1970-01-01 00:00:01.682124568
371,Kruisfontein,-34.0033,24.7314,12.16,75,100,2.19,ZA,1970-01-01 00:00:01.682124569
372,Krapivinskiy,54.9992,86.8133,-0.36,82,45,1.57,RU,1970-01-01 00:00:01.682124569
373,Saint George,37.1041,-113.5841,25.24,18,0,7.2,US,1970-01-01 00:00:01.682124570
374,Padang,-0.9492,100.3543,24.03,82,83,1.04,ID,1970-01-01 00:00:01.682124571
375,Alofi,-19.0595,-169.9187,27.94,61,2,5.14,NU,1970-01-01 00:00:01.682124572
376,Te Anau,-45.4167,167.7167,16.82,60,66,1.26,NZ,1970-01-01 00:00:01.682124572
377,Sembe,1.6481,14.5806,21.32,98,100,1.28,CG,1970-01-01 00:00:01.682124573
378,Bathsheba,13.2167,-59.5167,26.34,83,20,3.6,BB,1970-01-01 00:00:01.682124574
379,Karwar,14.8,74.1333,24.7,79,5,3.01,IN,1970-01-01 00:00:01.682124574
380,Alamosa,37.4695,-105.87,8.99,29,75,6.17,US,1970-01-01 00:00:01.682124575
381,Airai,-8.9266,125.4092,20.33,64,96,1.58,TL,1970-01-01 00:00:01.682124576
382,Sibolga,1.7427,98.7792,27.05,80,9,0.47,ID,1970-01-01 00:00:01.682124576
383,Moju,-1.8839,-48.7689,23.46,97,85,1.11,BR,1970-01-01 00:00:01.682124577
384,Tucumcari,35.1717,-103.725,21.91,11,0,7.72,US,1970-01-01 00:00:01.682124525
385,Buzuluk,52.7807,52.2635,8.81,88,100,3.92,RU,1970-01-01 00:00:01.682124579
386,Salinas,36.6777,-121.6555,25.45,59,0,4.12,US,1970-01-01 00:00:01.682124580
387,Logrono,42.4667,-2.45,14.72,58,0,1.54,ES,1970-01-01 00:00:01.682124580
388,Buala,-8.145,159.5921,29.85,67,14,3.4,SB,1970-01-01 00:00:01.682124581
389,La Ronge,55.1001,-105.2842,8.12,23,100,4.12,CA,1970-01-01 00:00:01.682124581
390,Borba,-4.3878,-59.5939,24.07,94,84,0.21,BR,1970-01-01 00:00:01.682124582
391,Sinegorye,62.0788,150.477,-4.22,92,97,2.64,RU,1970-01-01 00:00:01.682124583
392,Puri,19.8,85.85,25.29,74,0,4.98,IN,1970-01-01 00:00:01.682124583
393,Brovst,57.0956,9.528,5.96,65,2,1.54,DK,1970-01-01 00:00:01.682124584
394,Okha,53.5739,142.9478,1.07,84,100,7.62,RU,1970-01-01 00:00:01.682124584
395,Goshen,41.5823,-85.8344,13.05,55,0,2.57,US,1970-01-01 00:00:01.682124585
396,Ponta Delgada,37.7333,-25.6667,16.4,88,75,7.2,PT,1970-01-01 00:00:01.682124547
397,Chaumont,48.1167,5.1333,6.87,86,100,5.56,FR,1970-01-01 00:00:01.682124586
398,Clinton,42.587,-82.9199,10.18,78,100,1.54,US,1970-01-01 00:00:01.682124300
399,Huilong,31.8111,121.655,14.82,58,77,5.91,CN,1970-01-01 00:00:01.682124587
400,Russkiy Aktash,55.0384,52.1214,8.93,75,100,2.88,RU,1970-01-01 00:00:01.682124587
401,Kilrush,52.6397,-9.4833,7.86,95,11,3.32,IE,1970-01-01 00:00:01.682124558
402,Vao,-22.6667,167.4833,25.7,77,20,3.79,NC,1970-01-01 00:00:01.682124588
403,Solhan,38.9634,41.0293,6.02,75,64,0.89,TR,1970-01-01 00:00:01.682124589
404,Nelidovo,56.2211,32.7774,7.18,85,100,1.63,RU,1970-01-01 00:00:01.682124589
405,Acapulco,16.8634,-99.8901,27.9,69,40,3.09,MX,1970-01-01 00:00:01.682124397
406,Canarana,-11.6847,-41.7689,20.35,90,28,3.5,BR,1970-01-01 00:00:01.682124591
407,Sao Sebastiao,-23.76,-45.4097,18.67,87,7,2.06,BR,1970-01-01 00:00:01.682124591
408,Penzance,50.1186,-5.5371,9.31,86,81,6.58,GB,1970-01-01 00:00:01.682124592
409,Marsa Matruh,31.3525,27.2453,16.11,77,0,2.57,EG,1970-01-01 00:00:01.682124593
410,Divnomorskoye,44.5011,38.1353,10.01,93,100,8.66,RU,1970-01-01 00:00:01.682124593
411,San Rafael,-34.6177,-68.3301,16.38,47,8,2.59,AR,1970-01-01 00:00:01.682124565
412,Casambalangan,18.3765,122.1274,27.82,78,80,0.85,PH,1970-01-01 00:00:01.682124594
413,Kiama,-34.6833,150.8667,23.1,67,71,0.89,AU,1970-01-01 00:00:01.682124595
414,Lethbridge,49.7,-112.8186,2.06,55,75,2.57,CA,1970-01-01 00:00:01.682124487
415,Martinho Campos,-19.3317,-45.2369,18.34,86,100,2.91,BR,1970-01-01 00:00:01.682124596
416,Mecca,21.4267,39.8261,29.17,40,54,1.31,SA,1970-01-01 00:00:01.682124596
417,Bac Lieu,9.285,105.7244,29.81,73,100,3.7,VN,1970-01-01 00:00:01.682124428
418,Constantine,36.365,6.6147,13.67,62,0,4.12,DZ,1970-01-01 00:00:01.682124597
419,Isangel,-19.55,169.2667,28.81,65,8,4.72,VU,1970-01-01 00:00:01.682124598
420,Qaqortoq,60.7167,-46.0333,1.25,72,11,1.44,GL,1970-01-01 00:00:01.682124598
421,Plettenberg Bay,-34.0527,23.3716,13.2,70,99,1.12,ZA,1970-01-01 00:00:01.682124599
422,Tual,-5.6667,132.75,28.41,78,100,6.0,ID,1970-01-01 00:00:01.682124600
423,Hualmay,-11.0964,-77.6139,23.5,80,61,4.76,PE,1970-01-01 00:00:01.682124600
424,Sal Rei,16.1833,-22.9167,21.47,77,24,5.67,CV,1970-01-01 00:00:01.682124601
425,Margate,51.3813,1.3862,6.5,90,87,2.1,GB,1970-01-01 00:00:01.682124514
426,Faya,18.3851,42.4509,13.29,62,3,1.29,SA,1970-01-01 00:00:01.682124602
427,Saint Anthony,45.0205,-93.218,2.36,80,100,6.17,US,1970-01-01 00:00:01.682124603
428,Cardston,49.2,-113.3019,1.16,64,100,2.06,CA,1970-01-01 00:00:01.682124604
429,Totness,5.8833,-56.3167,25.64,89,100,4.24,SR,1970-01-01 00:00:01.682124604
430,Saint-Paul,-21.0096,55.2707,25.06,75,0,1.87,RE,1970-01-01 00:00:01.682124605
431,Palu,-0.8917,119.8707,30.11,72,52,0.61,ID,1970-01-01 00:00:01.682124606
432,Egvekinot,66.3167,-179.1667,-1.35,85,14,0.41,RU,1970-01-01 00:00:01.682124606
433,Samarai,-10.6167,150.6667,28.93,69,43,3.8,PG,1970-01-01 00:00:01.682124607
434,Clovis,36.8252,-119.7029,26.94,36,40,3.6,US,1970-01-01 00:00:01.682124546
435,Sarkad,46.75,21.3833,7.75,76,23,2.19,HU,1970-01-01 00:00:01.682124609
436,Syracuse,37.0881,15.2792,10.77,86,2,4.07,IT,1970-01-01 00:00:01.682124611
437,Carndonagh,55.25,-7.2667,6.5,80,84,3.06,IE,1970-01-01 00:00:01.682124583
438,Boueni,-12.9025,45.0761,26.99,73,94,4.76,YT,1970-01-01 00:00:01.682124612
439,Nyanza,-2.3519,29.7509,13.5,95,100,1.71,RW,1970-01-01 00:00:01.682124613
440,Plouzane,48.3833,-4.6167,9.03,79,0,2.57,FR,1970-01-01 00:00:01.682124614
441,Moose Factory,51.2585,-80.6094,0.0,93,100,5.66,CA,1970-01-01 00:00:01.682124615
442,Kloulklubed,7.0419,134.2556,24.28,72,100,2.87,PW,1970-01-01 00:00:01.682124615
443,Mehamn,71.0357,27.8492,-3.05,80,100,8.75,NO,1970-01-01 00:00:01.682124616
444,Huarmey,-10.0681,-78.1522,24.55,80,51,4.36,PE,1970-01-01 00:00:01.682124617
445,America Dourada,-11.4553,-41.4361,21.66,83,100,4.69,BR,1970-01-01 00:00:01.682124617
446,Mikuni,36.2171,136.1519,13.95,44,49,9.15,JP,1970-01-01 00:00:01.682124618
447,Conceicao Do Araguaia,-8.2578,-49.2647,23.62,93,94,0.85,BR,1970-01-01 00:00:01.682124618
448,Shagonar,51.5333,92.8,-0.15,55,8,0.75,RU,1970-01-01 00:00:01.682124619
449,Uvinza,-5.1036,30.3911,18.87,92,100,0.21,TZ,1970-01-01 00:00:01.682124620
450,Meiganga,6.5167,14.3,18.08,97,100,1.33,CM,1970-01-01 00:00:01.682124621
451,Banikoara,11.2985,2.4386,29.92,44,36,2.57,BJ,1970-01-01 00:00:01.682124621
452,Havoysund,70.9963,24.6622,-1.87,69,100,9.58,NO,1970-01-01 00:00:01.682124622
453,Gigmoto,13.7796,124.39,29.64,71,52,2.1,PH,1970-01-01 00:00:01.682124623
454,Rio Gallegos,-51.6226,-69.2181,6.03,52,0,8.23,AR,1970-01-01 00:00:01.682124623
455,Dunedin,-45.8742,170.5036,17.26,54,10,1.75,NZ,1970-01-01 00:00:01.682124624
456,Abha,18.2164,42.5053,13.14,88,0,0.0,SA,1970-01-01 00:00:01.682124625
457,Nakusp,50.2499,-117.8023,12.19,35,55,0.51,CA,1970-01-01 00:00:01.682124337
458,Melfi,40.9965,15.6514,7.5,91,31,0.88,IT,1970-01-01 00:00:01.682124626
459,Saint-Joseph,-21.3667,55.6167,24.21,79,1,1.84,RE,1970-01-01 00:00:01.682124627
460,Takoradi,4.8845,-1.7554,27.12,86,100,3.21,GH,1970-01-01 00:00:01.682124628
461,Homer,59.6425,-151.5483,12.24,45,0,3.09,US,1970-01-01 00:00:01.682124628
462,Saryagash,41.4511,69.1701,8.98,44,8,2.01,KZ,1970-01-01 00:00:01.682124629
463,Kibondo,-3.5864,30.7203,15.69,95,93,1.34,TZ,1970-01-01 00:00:01.682124630
464,Seymchan,62.8833,152.4333,-0.57,82,56,2.0,RU,1970-01-01 00:00:01.682124630
465,Vizinga,61.0749,50.1031,1.78,93,100,1.52,RU,1970-01-01 00:00:01.682124631
466,Ocampo,21.65,-101.5,23.44,16,100,5.22,MX,1970-01-01 00:00:01.682124632
467,Sola,-13.8833,167.55,27.9,76,31,6.38,VU,1970-01-01 00:00:01.682124633
468,Muravlenko,63.7898,74.523,-1.3,92,100,2.9,RU,1970-01-01 00:00:01.682124634
469,Awbari,26.5921,12.7805,23.14,15,50,0.27,LY,1970-01-01 00:00:01.682124635
470,Hispania,5.7993,-75.9072,20.37,97,100,1.31,CO,1970-01-01 00:00:01.682124636
471,Charlestown,-32.95,151.6667,21.03,86,88,2.89,AU,1970-01-01 00:00:01.682124570
472,Tessalit,20.1986,1.0114,25.04,9,95,4.02,ML,1970-01-01 00:00:01.682124637
473,Santa Cruz,-17.8,-63.1667,21.7,78,2,1.03,BO,1970-01-01 00:00:01.682124638
474,Guerrero Negro,27.9769,-114.0611,20.83,43,5,7.12,MX,1970-01-01 00:00:01.682124639
475,Cascais,38.6979,-9.4215,16.18,91,51,7.6,PT,1970-01-01 00:00:01.682124640
476,Bubaque,11.2833,-15.8333,25.56,70,96,9.16,GW,1970-01-01 00:00:01.682124640
477,Nakonde,-9.3421,32.745,14.86,96,100,2.49,ZM,1970-01-01 00:00:01.682124641
478,Kimbe,-5.5502,150.1429,32.82,56,39,0.9,PG,1970-01-01 00:00:01.682124642
479,Khanpur,28.6453,70.6567,23.45,16,0,3.66,PK,1970-01-01 00:00:01.682124643
480,Hovd,48.0056,91.6419,-1.85,30,11,1.16,MN,1970-01-01 00:00:01.682124643
481,Caravelas,-17.7125,-39.2481,23.47,82,100,5.99,BR,1970-01-01 00:00:01.682124644
482,Akranes,64.3218,-22.0749,5.03,74,92,5.88,IS,1970-01-01 00:00:01.682124644
483,Maniitsoq,65.4167,-52.9,0.62,84,100,2.6,GL,1970-01-01 00:00:01.682124645
484,Victorias,10.9,123.0778,29.55,70,45,1.98,PH,1970-01-01 00:00:01.682124646
485,Nabire,-3.3667,135.4833,29.73,68,99,0.93,ID,1970-01-01 00:00:01.682124559
486,Puerto Escondido,15.85,-97.0667,29.46,65,40,5.14,MX,1970-01-01 00:00:01.682124647
487,Jizan,17.3333,42.6667,29.52,58,35,3.57,SA,1970-01-01 00:00:01.682124648
488,Chokwe,-24.5333,32.9833,19.55,89,100,3.01,MZ,1970-01-01 00:00:01.682124649
489,Kemijarvi,66.7131,27.4306,1.38,98,100,2.65,FI,1970-01-01 00:00:01.682124649
490,Voznesenye,61.0106,35.4781,2.87,98,100,1.44,RU,1970-01-01 00:00:01.682124650
491,Pangody,65.85,74.4859,-1.35,96,100,2.71,RU,1970-01-01 00:00:01.682124650
492,Tilichiki,60.4667,166.1,-1.85,82,99,3.43,RU,1970-01-01 00:00:01.682124651
493,Alice Springs,-23.7,133.8833,20.75,37,0,6.69,AU,1970-01-01 00:00:01.682124651
494,Surt,31.2089,16.5887,23.67,41,100,3.95,LY,1970-01-01 00:00:01.682124652
495,Ak-Dovurak,51.1833,90.6,-1.48,48,10,0.96,RU,1970-01-01 00:00:01.682124652
496,Tazovskiy,67.4667,78.7,-0.13,98,100,4.44,RU,1970-01-01 00:00:01.682124653
497,Anadyr,64.75,177.4833,-6.72,86,0,2.0,RU,1970-01-01 00:00:01.682124653
498,Pemangkat,1.1667,108.9667,27.99,74,86,2.41,ID,1970-01-01 00:00:01.682124654
499,Salina Cruz,16.1667,-95.2,28.08,70,51,5.57,MX,1970-01-01 00:00:01.682124440
500,Ust-Katav,54.9369,58.1656,8.34,68,100,1.78,RU,1970-01-01 00:00:01.682124656
501,Maketu,-37.7667,176.45,20.98,100,100,7.94,NZ,1970-01-01 00:00:01.682124656
502,Kishtwar,33.3167,75.7667,5.15,70,32,2.87,IN,1970-01-01 00:00:01.682124657
503,Bilma,18.6853,12.9164,28.91,12,5,0.98,NE,1970-01-01 00:00:01.682124657
504,Kroya,-7.6331,109.2461,27.02,84,57,1.51,ID,1970-01-01 00:00:01.682124658
505,Imbituba,-28.24,-48.6703,18.29,83,42,2.89,BR,1970-01-01 00:00:01.682124418
506,Edmonds,47.8107,-122.3774,12.71,68,100,4.12,US,1970-01-01 00:00:01.682124659
507,Gushikawa,26.3544,127.8686,23.57,73,100,6.17,JP,1970-01-01 00:00:01.682124661
508,Scarborough,54.2797,-0.4044,7.76,92,100,2.68,GB,1970-01-01 00:00:01.682124394
509,Tigzirt,36.8886,4.1198,15.94,60,8,2.03,DZ,1970-01-01 00:00:01.682124662
510,Skala Fourkas,39.9998,23.3841,14.95,69,100,3.88,GR,1970-01-01 00:00:01.682124612
511,Abonnema,4.7084,6.7931,25.26,87,100,1.95,NG,1970-01-01 00:00:01.682124663
512,Monteagudo,-19.8167,-63.9833,14.25,97,0,0.3,BO,1970-01-01 00:00:01.682124664
513,Yar-Sale,66.8333,70.8333,-10.21,98,92,3.19,RU,1970-01-01 00:00:01.682124664
514,Ust-Nera,64.5667,143.2,-1.67,87,83,2.17,RU,1970-01-01 00:00:01.682124665
515,Petropavlovsk-Kamchatskiy,53.0452,158.6483,3.33,70,75,9.0,RU,1970-01-01 00:00:01.682124666
516,Vrangel,42.7297,133.0839,6.82,43,1,6.78,RU,1970-01-01 00:00:01.682124667
517,Ikon-Khalk,44.3051,41.9142,7.3,95,100,0.15,RU,1970-01-01 00:00:01.682124667
518,Tomatlan,19.9333,-105.25,26.71,53,63,2.45,MX,1970-01-01 00:00:01.682124669
519,Gat,31.61,34.7642,14.9,81,28,2.44,IL,1970-01-01 00:00:01.682124669
520,Launceston,-41.45,147.1667,17.56,76,20,8.75,AU,1970-01-01 00:00:01.682124669
521,Da Nang,16.0678,108.2208,27.99,69,0,2.57,VN,1970-01-01 00:00:01.682124670
522,Atar,20.5169,-13.0499,27.74,17,100,3.97,MR,1970-01-01 00:00:01.682124671
523,Iqaluit,63.7506,-68.5145,-1.15,92,100,6.71,CA,1970-01-01 00:00:01.682124672
524,Guayape,14.7167,-86.8333,26.63,40,100,2.03,HN,1970-01-01 00:00:01.682124673
525,Ketchikan,55.3422,-131.6461,11.26,54,75,6.69,US,1970-01-01 00:00:01.682124673
526,Shelburne,44.0787,-80.2041,7.44,87,100,1.63,CA,1970-01-01 00:00:01.682124674
527,Andilamena,-17.0167,48.5833,18.37,91,95,1.78,MG,1970-01-01 00:00:01.682124675
528,Sept-Iles,50.2001,-66.3821,2.81,92,40,1.54,CA,1970-01-01 00:00:01.682124518
529,Boa Vista,2.8197,-60.6733,26.99,78,40,2.57,BR,1970-01-01 00:00:01.682124676
530,Beringovskiy,63.05,179.3167,-1.48,74,2,0.76,RU,1970-01-01 00:00:01.682124677
531,Nizhniy Odes,63.6445,54.856,0.12,99,100,2.37,RU,1970-01-01 00:00:01.682124678
532,Griffith,41.5284,-87.4237,13.97,49,40,5.66,US,1970-01-01 00:00:01.682124678
533,Ystad,55.4297,13.8204,6.41,65,12,3.65,SE,1970-01-01 00:00:01.682124679
534,Komsomolskiy,40.4272,71.7189,11.4,50,65,4.12,UZ,1970-01-01 00:00:01.682124680
535,Flagstaff,35.1981,-111.6513,18.81,23,0,4.12,US,1970-01-01 00:00:01.682124523
536,Pangoa,-12.1167,-73.0,21.03,89,96,0.71,PE,1970-01-01 00:00:01.682124681
537,Saint-Denis,48.9167,2.3333,8.41,76,0,2.57,FR,1970-01-01 00:00:01.682124682
538,Northampton,40.8754,-75.2499,16.58,81,12,2.36,US,1970-01-01 00:00:01.682124683
539,Bone,51.9669,12.1396,11.05,69,0,3.39,DE,1970-01-01 00:00:01.682124683
540,San Rafael Del Sur,11.8485,-86.4384,32.54,76,100,2.82,NI,1970-01-01 00:00:01.682124684
541,Dingle,10.9995,122.6711,30.45,64,15,2.3,PH,1970-01-01 00:00:01.682124685
542,Channel-Port Aux Basques,47.5702,-59.1367,1.86,87,5,4.06,CA,1970-01-01 00:00:01.682124685
543,Ugleuralskiy,58.9534,57.5846,0.11,73,97,1.67,RU,1970-01-01 00:00:01.682124687
544,Mansehra,34.3333,73.2,10.84,65,95,2.97,PK,1970-01-01 00:00:01.682124687
